bowler,venue,matches_played,total_runs_conceded,balls_bowled,economy,total_wickets,Bowling_Strike_Rate,Performance
M Ashwin,"Dr DY Patil Sports Academy, Mumbai",2,67,46,8.74,1,46.0,Average
M Ashwin,"Maharashtra Cricket Association Stadium, Pune",3,90,61,8.85,3,20.33333333333333,Average
M Ashwin,"Sawai Mansingh Stadium, Jaipur",1,42,18,14.0,0,NA,Bad
M Jansen,"Brabourne Stadium, Mumbai",2,52,52,6.0,4,13.0,Excellent
M Jansen,"Dr DY Patil Sports Academy, Mumbai",3,92,75,7.36,2,37.5,Good
M Jansen,"Eden Gardens, Kolkata",2,78,49,9.55,3,16.333333333333332,Poor
M Jansen,"MA Chidambaram Stadium, Chennai",1,38,18,12.67,0,NA,Bad
M Jansen,"Maharashtra Cricket Association Stadium, Pune",2,71,48,8.88,1,48.0,Average
M Jansen,"Narendra Modi Stadium, Ahmedabad",1,39,30,7.8,1,30.0,Good
M Jansen,"Rajiv Gandhi International Stadium, Hyderabad",5,154,104,8.88,6,17.333333333333332,Average
M Jansen,"Sawai Mansingh Stadium, Jaipur",1,48,25,11.52,1,25.0,Bad
M Jansen,"Wankhede Stadium, Mumbai",2,113,46,14.74,1,46.0,Bad
M Markande,"Arun Jaitley Stadium, Delhi",2,46,38,7.26,4,9.5,Excellent
M Markande,"Eden Gardens, Kolkata",2,66,48,8.25,4,12.0,Excellent
M Markande,"M.Chinnaswamy Stadium, Bengaluru",1,46,27,10.22,2,13.5,Good
M Markande,"MA Chidambaram Stadium, Chennai",1,23,24,5.75,2,12.0,Excellent
M Markande,"Narendra Modi Stadium, Ahmedabad",2,60,38,9.47,1,38.0,Poor
M Markande,"Rajiv Gandhi International Stadium, Hyderabad",8,267,173,9.26,7,24.714285714285715,Poor
M Markande,"Sawai Mansingh Stadium, Jaipur",1,51,24,12.75,0,NA,Bad
M Markande,"Wankhede Stadium, Mumbai",2,61,42,8.71,1,42.0,Average
M Pathirana,"Arun Jaitley Stadium, Delhi",1,23,29,4.76,2,14.5,Excellent
M Pathirana,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,53,48,6.62,3,16.0,Excellent
M Pathirana,"Brabourne Stadium, Mumbai",1,30,26,6.92,0,NA,Excellent
M Pathirana,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam) ,1,32,26,7.38,3,8.666666666666666,Excellent
M Pathirana,"Eden Gardens, Kolkata",1,27,27,6.0,1,27.0,Excellent
M Pathirana,"M.Chinnaswamy Stadium, Bengaluru",1,42,26,9.69,2,13.0,Good
M Pathirana,"MA Chidambaram Stadium, Chennai",9,259,222,7.0,18,12.333333333333334,Good
M Pathirana,"Narendra Modi Stadium, Ahmedabad",1,46,26,10.62,2,13.0,Good
M Pathirana,"Sawai Mansingh Stadium, Jaipur",1,49,26,11.31,1,26.0,Bad
M Pathirana,"Wankhede Stadium, Mumbai",2,56,47,7.15,6,7.833333333333333,Excellent
M Prasidh Krishna,"Brabourne Stadium, Mumbai",3,108,79,8.2,3,26.33333333333333,Average
M Prasidh Krishna,"Dr DY Patil Sports Academy, Mumbai",4,121,99,7.33,4,24.75,Good
M Prasidh Krishna,"Eden Gardens, Kolkata",1,41,22,11.18,0,NA,Bad
M Prasidh Krishna,"Maharashtra Cricket Association Stadium, Pune",2,39,51,4.59,4,12.75,Excellent
M Prasidh Krishna,"Narendra Modi Stadium, Ahmedabad",2,70,51,8.24,4,12.75,Average
M Prasidh Krishna,"Wankhede Stadium, Mumbai",5,185,130,8.54,6,21.666666666666668,Average
M Shahrukh Khan,"Arun Jaitley Stadium, Delhi",1,9,6,9.0,0,NA,Poor
M Shahrukh Khan,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,7,6,7.0,0,NA,Good
M Siddharth,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,51,40,7.65,0,NA,Good
M Siddharth,"M.Chinnaswamy Stadium, Bengaluru",1,21,18,7.0,1,18.0,Good
M Theekshana,"Arun Jaitley Stadium, Delhi",1,23,24,5.75,2,12.0,Excellent
M Theekshana,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,37,24,9.25,2,12.0,Excellent
M Theekshana,"Dr DY Patil Sports Academy, Mumbai",4,129,96,8.06,6,16.0,Good
M Theekshana,"Eden Gardens, Kolkata",1,32,25,7.68,2,12.5,Good
M Theekshana,"M.Chinnaswamy Stadium, Bengaluru",2,67,50,8.04,1,50.0,Average
M Theekshana,"MA Chidambaram Stadium, Chennai",10,294,223,7.91,4,55.75,Good
M Theekshana,"Maharashtra Cricket Association Stadium, Pune",3,82,72,6.83,5,14.4,Excellent
M Theekshana,"Narendra Modi Stadium, Ahmedabad",1,36,24,9.0,0,NA,Poor
M Theekshana,"Rajiv Gandhi International Stadium, Hyderabad",1,28,24,7.0,1,24.0,Good
M Theekshana,"Sawai Mansingh Stadium, Jaipur",1,30,25,7.2,1,25.0,Good
M Theekshana,"Wankhede Stadium, Mumbai",2,56,44,7.64,1,44.0,Good
MA Starc,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,22,12,11.0,1,12.0,Excellent
MA Starc,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,29,18,9.67,2,9.0,Excellent
MA Starc,"Eden Gardens, Kolkata",6,242,125,11.62,7,17.857142857142858,Average
MA Starc,"M.Chinnaswamy Stadium, Bengaluru",1,47,25,11.28,1,25.0,Bad
MA Starc,"MA Chidambaram Stadium, Chennai",2,43,38,6.79,2,19.0,Excellent
MA Starc,"Narendra Modi Stadium, Ahmedabad",1,34,25,8.16,3,8.333333333333334,Excellent
MA Starc,"Wankhede Stadium, Mumbai",1,33,24,8.25,4,6.0,Excellent
MA Wood,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,50,52,5.77,7,7.428571428571429,Excellent
MA Wood,"M.Chinnaswamy Stadium, Bengaluru",1,37,26,8.54,1,26.0,Average
MA Wood,"MA Chidambaram Stadium, Chennai",1,55,24,13.75,3,8.0,Excellent
MG Bracewell,"Eden Gardens, Kolkata",1,34,18,11.33,1,18.0,Average
MG Bracewell,"M.Chinnaswamy Stadium, Bengaluru",2,32,18,10.67,1,18.0,Average
MG Bracewell,"Rajiv Gandhi International Stadium, Hyderabad",1,13,12,6.5,2,6.0,Excellent
MG Bracewell,"Sawai Mansingh Stadium, Jaipur",1,16,18,5.33,2,9.0,Excellent
MJ Henry,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,60,36,10.0,0,NA,Bad
MJ Henry,"MA Chidambaram Stadium, Chennai",1,28,24,7.0,1,24.0,Good
MJ Henry,"Wankhede Stadium, Mumbai",1,24,14,10.29,0,NA,Bad
MJ Santner,"Brabourne Stadium, Mumbai",1,15,18,5.0,1,18.0,Excellent
MJ Santner,"Dr DY Patil Sports Academy, Mumbai",1,16,18,5.33,1,18.0,Excellent
MJ Santner,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,10,18,3.33,1,18.0,Excellent
MJ Santner,"M.Chinnaswamy Stadium, Bengaluru",1,23,24,5.75,2,12.0,Excellent
MJ Santner,"MA Chidambaram Stadium, Chennai",1,22,24,5.5,1,24.0,Excellent
MJ Santner,"Maharashtra Cricket Association Stadium, Pune",1,36,18,12.0,1,18.0,Average
MJ Santner,"Narendra Modi Stadium, Ahmedabad",2,63,36,10.5,0,NA,Bad
MJ Santner,"Wankhede Stadium, Mumbai",4,96,84,6.86,3,28.0,Excellent
MJ Suthar,"M.Chinnaswamy Stadium, Bengaluru",1,26,12,13.0,0,NA,Bad
MK Lomror,"Arun Jaitley Stadium, Delhi",1,13,6,13.0,0,NA,Bad
MK Lomror,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,4,6,4.0,1,6.0,Excellent
MK Lomror,"M.Chinnaswamy Stadium, Bengaluru",1,18,9,12.0,0,NA,Bad
MK Lomror,"Wankhede Stadium, Mumbai",2,18,12,9.0,0,NA,Poor
MM Ali,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,18,30,3.6,2,15.0,Excellent
MM Ali,"Brabourne Stadium, Mumbai",3,43,36,7.17,1,36.0,Good
MM Ali,"Dr DY Patil Sports Academy, Mumbai",3,42,48,5.25,3,16.0,Excellent
MM Ali,"Eden Gardens, Kolkata",1,20,6,20.0,1,6.0,Excellent
MM Ali,"M.Chinnaswamy Stadium, Bengaluru",1,13,6,13.0,1,6.0,Excellent
MM Ali,"MA Chidambaram Stadium, Chennai",9,178,133,8.03,5,26.6,Average
MM Ali,"Maharashtra Cricket Association Stadium, Pune",2,46,39,7.08,2,19.5,Good
MM Ali,"Rajiv Gandhi International Stadium, Hyderabad",1,23,19,7.26,2,9.5,Excellent
MM Ali,"Sawai Mansingh Stadium, Jaipur",1,17,12,8.5,0,NA,Average
MM Ali,"Wankhede Stadium, Mumbai",2,28,23,7.3,2,11.5,Excellent
MM Sharma,"Arun Jaitley Stadium, Delhi",1,73,25,17.52,0,NA,Bad
MM Sharma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,51,36,8.5,4,9.0,Excellent
MM Sharma,"Eden Gardens, Kolkata",1,12,6,12.0,0,NA,Bad
MM Sharma,"M.Chinnaswamy Stadium, Bengaluru",2,86,38,13.58,0,NA,Bad
MM Sharma,"MA Chidambaram Stadium, Chennai",2,67,49,8.2,4,12.25,Average
MM Sharma,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,33,25,7.92,3,8.333333333333334,Excellent
MM Sharma,"Narendra Modi Stadium, Ahmedabad",12,351,253,8.32,31,8.161290322580646,Excellent
MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,18,24,4.5,2,12.0,Excellent
MM Sharma,"Sawai Mansingh Stadium, Jaipur",2,56,33,10.18,2,16.5,Bad
MM Sharma,"Wankhede Stadium, Mumbai",1,43,24,10.75,1,24.0,Poor
MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",7,99,79,7.52,5,15.8,Good
MP Stoinis,"Brabourne Stadium, Mumbai",2,28,18,9.33,1,18.0,Average
MP Stoinis,"Dr DY Patil Sports Academy, Mumbai",2,37,19,11.68,3,6.333333333333333,Excellent
MP Stoinis,"M.Chinnaswamy Stadium, Bengaluru",1,9,7,7.71,1,7.0,Excellent
MP Stoinis,"MA Chidambaram Stadium, Chennai",1,50,25,12.0,1,25.0,Bad
MP Stoinis,"Narendra Modi Stadium, Ahmedabad",1,20,6,20.0,0,NA,Bad
MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,22,15,8.8,1,15.0,Good
MP Stoinis,"Sawai Mansingh Stadium, Jaipur",1,28,24,7.0,2,12.0,Excellent
MP Stoinis,"Wankhede Stadium, Mumbai",1,14,7,12.0,0,NA,Bad
MP Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3,73,52,8.42,4,13.0,Good
MP Yadav,"M.Chinnaswamy Stadium, Bengaluru",1,15,24,3.75,4,6.0,Excellent
MR Marsh,"Arun Jaitley Stadium, Delhi",5,118,86,8.23,7,12.285714285714286,Average
MR Marsh,"Brabourne Stadium, Mumbai",1,36,25,8.64,1,25.0,Average
MR Marsh,"Dr DY Patil Sports Academy, Mumbai",2,59,39,9.08,3,13.0,Good
MR Marsh,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam) ,1,14,7,12.0,0,NA,Bad
MR Marsh,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,37,22,10.09,1,22.0,Poor
MR Marsh,"M.Chinnaswamy Stadium, Bengaluru",1,19,12,9.5,2,6.0,Excellent
MR Marsh,"MA Chidambaram Stadium, Chennai",1,19,21,5.43,3,7.0,Excellent
MR Marsh,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,52,25,12.48,0,NA,Bad
MR Marsh,"Rajiv Gandhi International Stadium, Hyderabad",1,16,13,7.38,0,NA,Good
MR Marsh,"Wankhede Stadium, Mumbai",1,7,12,3.5,0,NA,Excellent
MW Short,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,10,12,5.0,0,NA,Excellent
MW Short,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,8,6,8.0,0,NA,Average
MW Short,"Wankhede Stadium, Mumbai",1,7,7,6.0,0,NA,Excellent
Mayank Dagar,"M.Chinnaswamy Stadium, Bengaluru",3,82,48,10.25,1,48.0,Bad
Mayank Dagar,"MA Chidambaram Stadium, Chennai",2,27,30,5.4,0,NA,Excellent
Mayank Dagar,"Rajiv Gandhi International Stadium, Hyderabad",1,25,24,6.25,0,NA,Excellent
Mayank Dagar,"Sawai Mansingh Stadium, Jaipur",1,34,12,17.0,0,NA,Bad
Mayank Dagar,"Wankhede Stadium, Mumbai",1,37,24,9.25,1,24.0,Poor
Mohammad Nabi,"Arun Jaitley Stadium, Delhi",1,20,12,10.0,1,12.0,Excellent
Mohammad Nabi,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,16,8,12.0,1,8.0,Excellent
Mohammad Nabi,"Sawai Mansingh Stadium, Jaipur",1,31,18,10.33,0,NA,Bad
Mohammad Nabi,"Wankhede Stadium, Mumbai",3,43,36,7.17,0,NA,Good
Mohammed Shami,"Arun Jaitley Stadium, Delhi",1,41,28,8.79,3,9.333333333333334,Excellent
Mohammed Shami,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,19,18,6.33,0,NA,Excellent
Mohammed Shami,"Brabourne Stadium, Mumbai",3,119,75,9.52,2,37.5,Poor
Mohammed Shami,"Dr DY Patil Sports Academy, Mumbai",4,134,97,8.29,4,24.25,Average
Mohammed Shami,"Eden Gardens, Kolkata",2,76,50,9.12,4,12.5,Poor
Mohammed Shami,"M.Chinnaswamy Stadium, Bengaluru",1,40,25,9.6,1,25.0,Poor
Mohammed Shami,"MA Chidambaram Stadium, Chennai",1,30,25,7.2,2,12.5,Good
Mohammed Shami,"Maharashtra Cricket Association Stadium, Pune",3,55,69,4.78,4,17.25,Excellent
Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",10,277,232,7.16,19,12.210526315789474,Good
Mohammed Shami,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,44,25,10.56,1,25.0,Bad
Mohammed Shami,"Sawai Mansingh Stadium, Jaipur",1,27,26,6.23,1,26.0,Excellent
Mohammed Shami,"Wankhede Stadium, Mumbai",5,161,111,8.7,8,13.875,Good
Mohammed Siraj,"Arun Jaitley Stadium, Delhi",1,29,13,13.38,0,NA,Bad
Mohammed Siraj,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,25,22,6.82,1,22.0,Excellent
Mohammed Siraj,"Brabourne Stadium, Mumbai",3,90,52,10.38,0,NA,Bad
Mohammed Siraj,"Dr DY Patil Sports Academy, Mumbai",4,157,104,9.06,4,26.0,Poor
Mohammed Siraj,"Eden Gardens, Kolkata",3,136,80,10.2,3,26.666666666666668,Bad
Mohammed Siraj,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,43,26,9.92,3,8.666666666666666,Excellent
Mohammed Siraj,"M.Chinnaswamy Stadium, Bengaluru",13,430,333,7.75,19,17.526315789473685,Good
Mohammed Siraj,"MA Chidambaram Stadium, Chennai",1,38,25,9.12,0,NA,Poor
Mohammed Siraj,"Maharashtra Cricket Association Stadium, Pune",3,103,62,9.97,2,31.0,Poor
Mohammed Siraj,"Narendra Modi Stadium, Ahmedabad",3,99,67,8.87,3,22.33333333333333,Average
Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,22,24,5.5,4,6.0,Excellent
Mohammed Siraj,"Rajiv Gandhi International Stadium, Hyderabad",2,39,52,4.5,1,52.0,Excellent
Mohammed Siraj,"Sawai Mansingh Stadium, Jaipur",2,45,38,7.11,2,19.0,Good
Mohammed Siraj,"Wankhede Stadium, Mumbai",5,171,106,9.68,2,53.0,Poor
Mohit Rathee,"Rajiv Gandhi International Stadium, Hyderabad",1,29,12,14.5,0,NA,Bad
Mohsin Khan,"Arun Jaitley Stadium, Delhi",1,29,24,7.25,0,NA,Good
Mohsin Khan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",6,213,133,9.61,6,22.166666666666668,Poor
Mohsin Khan,"Brabourne Stadium, Mumbai",1,43,25,10.32,0,NA,Bad
Mohsin Khan,"Dr DY Patil Sports Academy, Mumbai",1,20,25,4.8,3,8.333333333333334,Excellent
Mohsin Khan,"Eden Gardens, Kolkata",3,69,56,7.39,3,18.666666666666668,Good
Mohsin Khan,"MA Chidambaram Stadium, Chennai",2,78,42,11.14,2,21.0,Poor
Mohsin Khan,"Maharashtra Cricket Association Stadium, Pune",3,53,68,4.68,5,13.6,Excellent
Mohsin Khan,"Narendra Modi Stadium, Ahmedabad",1,42,20,12.6,1,20.0,Average
Mohsin Khan,"Sawai Mansingh Stadium, Jaipur",1,45,25,10.8,1,25.0,Bad
Mohsin Khan,"Wankhede Stadium, Mumbai",4,106,89,7.15,6,14.833333333333334,Good
Mukesh Choudhary,"Brabourne Stadium, Mumbai",3,132,75,10.56,1,75.0,Bad
Mukesh Choudhary,"Dr DY Patil Sports Academy, Mumbai",4,111,81,8.22,7,11.571428571428571,Excellent
Mukesh Choudhary,"Maharashtra Cricket Association Stadium, Pune",3,94,63,8.95,5,12.6,Average
Mukesh Choudhary,"Rajiv Gandhi International Stadium, Hyderabad",1,27,7,23.14,0,NA,Bad
Mukesh Choudhary,"Wankhede Stadium, Mumbai",3,88,72,7.33,3,24.0,Good
Mukesh Kumar,"Arun Jaitley Stadium, Delhi",11,406,223,10.92,17,13.117647058823527,Good
Mukesh Kumar,"Barsapara Cricket Stadium, Guwahati",1,37,24,9.25,2,12.0,Excellent
Mukesh Kumar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,75,50,9.0,1,50.0,Poor
Mukesh Kumar,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam) ,1,21,19,6.63,3,6.333333333333333,Excellent
Mukesh Kumar,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,53,25,12.72,1,25.0,Bad
Mukesh Kumar,"M.Chinnaswamy Stadium, Bengaluru",1,24,18,8.0,3,6.0,Excellent
Mukesh Kumar,"Narendra Modi Stadium, Ahmedabad",1,15,18,5.0,3,6.0,Excellent
Mukesh Kumar,"Rajiv Gandhi International Stadium, Hyderabad",1,27,18,9.0,0,NA,Poor
Mukesh Kumar,"Sawai Mansingh Stadium, Jaipur",1,49,25,11.76,1,25.0,Bad
Mustafizur Rahman,"Arun Jaitley Stadium, Delhi",1,38,24,9.5,1,24.0,Poor
Mustafizur Rahman,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,43,26,9.92,1,26.0,Poor
Mustafizur Rahman,"Brabourne Stadium, Mumbai",2,49,48,6.12,2,24.0,Excellent
Mustafizur Rahman,"Dr DY Patil Sports Academy, Mumbai",1,26,26,6.0,0,NA,Excellent
Mustafizur Rahman,Dr YS Rajasekhara Reddy Cricket Stadium (Visakhapatnam) ,1,50,27,11.11,1,27.0,Bad
Mustafizur Rahman,"M.Chinnaswamy Stadium, Bengaluru",1,41,18,13.67,0,NA,Bad
Mustafizur Rahman,"MA Chidambaram Stadium, Chennai",6,176,145,7.28,11,13.181818181818182,Good
Mustafizur Rahman,"Maharashtra Cricket Association Stadium, Pune",1,26,25,6.24,3,8.333333333333334,Excellent
Mustafizur Rahman,"Wankhede Stadium, Mumbai",5,202,127,9.54,5,25.4,Poor
N Burger,"MA Chidambaram Stadium, Chennai",1,21,18,7.0,1,18.0,Good
N Burger,"Sawai Mansingh Stadium, Jaipur",3,98,62,9.48,4,15.5,Good
N Burger,"Wankhede Stadium, Mumbai",1,33,25,7.92,2,12.5,Good
N Rana,"Arun Jaitley Stadium, Delhi",1,17,24,4.25,2,12.0,Excellent
N Rana,"Dr DY Patil Sports Academy, Mumbai",1,9,6,9.0,0,NA,Poor
N Rana,"Eden Gardens, Kolkata",4,50,24,12.5,1,24.0,Poor
N Rana,"M.Chinnaswamy Stadium, Bengaluru",1,8,6,8.0,0,NA,Average
N Rana,"Wankhede Stadium, Mumbai",1,14,6,14.0,0,NA,Bad
N Thushara,"Arun Jaitley Stadium, Delhi",1,56,26,12.92,0,NA,Bad
N Thushara,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,30,26,6.92,1,26.0,Excellent
N Thushara,"Eden Gardens, Kolkata",1,31,20,9.3,1,20.0,Average
N Thushara,"Sawai Mansingh Stadium, Jaipur",1,28,18,9.33,0,NA,Poor
N Thushara,"Wankhede Stadium, Mumbai",3,114,82,8.34,6,13.666666666666666,Good
N Wadhera,"Wankhede Stadium, Mumbai",1,13,12,6.5,0,NA,Excellent
NA Saini,"Rajiv Gandhi International Stadium, Hyderabad",1,35,15,14.0,0,NA,Bad
NM Coulter-Nile,"Maharashtra Cricket Association Stadium, Pune",1,49,20,14.7,0,NA,Bad
NT Ellis,"Arun Jaitley Stadium, Delhi",1,26,25,6.24,2,12.5,Excellent
NT Ellis,"Barsapara Cricket Stadium, Guwahati",2,54,48,6.75,5,9.6,Excellent
NT Ellis,"Brabourne Stadium, Mumbai",1,15,14,6.43,0,NA,Excellent
NT Ellis,"Eden Gardens, Kolkata",1,30,24,7.5,1,24.0,Good
NT Ellis,Himachal Pradesh Cricket Association Stadium (Dharamsala),2,80,49,9.8,1,49.0,Poor
NT Ellis,"Punjab Cricket Association IS Bindra Stadium, Mohali",3,104,69,9.04,4,17.25,Average
NT Ellis,"Rajiv Gandhi International Stadium, Hyderabad",1,28,18,9.33,0,NA,Poor
NT Ellis,"Wankhede Stadium, Mumbai",2,86,50,10.32,5,10.0,Excellent
Naman Dhir,"Narendra Modi Stadium, Ahmedabad",1,13,6,13.0,0,NA,Bad
Naman Dhir,"Wankhede Stadium, Mumbai",2,42,23,10.96,0,NA,Bad
Navdeep Saini,"Dr DY Patil Sports Academy, Mumbai",1,36,20,10.8,2,10.0,Excellent
Navdeep Saini,Himachal Pradesh Cricket Association Stadium (Dharamsala),1,40,25,9.6,3,8.333333333333334,Excellent
Navdeep Saini,"Wankhede Stadium, Mumbai",1,37,19,11.68,1,19.0,Average
Naveen-ul-Haq,"Arun Jaitley Stadium, Delhi",1,51,25,12.24,2,12.5,Bad
Naveen-ul-Haq,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",8,261,191,8.2,11,17.363636363636363,Average
Naveen-ul-Haq,"Eden Gardens, Kolkata",1,46,24,11.5,0,NA,Bad
Naveen-ul-Haq,"M.Chinnaswamy Stadium, Bengaluru",1,26,23,6.78,2,11.5,Excellent
Naveen-ul-Haq,"MA Chidambaram Stadium, Chennai",1,39,27,8.67,4,6.75,Excellent
Naveen-ul-Haq,"Punjab Cricket Association IS Bindra Stadium, Mohali",1,31,26,7.15,3,8.666666666666666,Excellent
Naveen-ul-Haq,"Rajiv Gandhi International Stadium, Hyderabad",1,37,12,18.5,0,NA,Bad
Naveen-ul-Haq,"Sawai Mansingh Stadium, Jaipur",2,61,53,6.91,2,26.5,Excellent
Naveen-ul-Haq,"Wankhede Stadium, Mumbai",1,50,26,11.54,2,13.0,Good
Nithish Kumar Reddy,"Arun Jaitley Stadium, Delhi",1,17,14,7.29,2,7.0,Excellent
Nithish Kumar Reddy,"MA Chidambaram Stadium, Chennai",1,9,7,7.71,0,NA,Good
Nithish Kumar Reddy,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,33,19,10.42,1,19.0,Average
Nithish Kumar Reddy,"Narendra Modi Stadium, Ahmedabad",1,13,6,13.0,0,NA,Bad
Nithish Kumar Reddy,"Rajiv Gandhi International Stadium, Hyderabad",3,85,42,12.14,1,42.0,Bad
Nithish Kumar Reddy,"Wankhede Stadium, Mumbai",2,51,30,10.2,0,NA,Bad
Noor Ahmad,"Arun Jaitley Stadium, Delhi",1,36,19,11.37,1,19.0,Average
Noor Ahmad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,40,48,5.0,2,24.0,Excellent
Noor Ahmad,"Eden Gardens, Kolkata",1,21,25,5.04,2,12.5,Excellent
Noor Ahmad,"M.Chinnaswamy Stadium, Bengaluru",2,64,50,7.68,4,12.5,Good
Noor Ahmad,"MA Chidambaram Stadium, Chennai",1,29,24,7.25,1,24.0,Good
Noor Ahmad,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,20,24,5.0,2,12.0,Excellent
Noor Ahmad,"Narendra Modi Stadium, Ahmedabad",12,356,253,8.44,10,25.3,Average
Noor Ahmad,"Sawai Mansingh Stadium, Jaipur",2,68,46,8.87,2,23.0,Average
Noor Ahmad,"Wankhede Stadium, Mumbai",1,38,24,9.5,0,NA,Poor
OC McCoy,"Brabourne Stadium, Mumbai",3,97,80,7.28,6,13.333333333333334,Good
OC McCoy,"Eden Gardens, Kolkata",1,40,28,8.57,1,28.0,Average
OC McCoy,"Narendra Modi Stadium, Ahmedabad",2,49,44,6.68,3,14.666666666666666,Excellent
OC McCoy,"Sawai Mansingh Stadium, Jaipur",1,13,7,11.14,0,NA,Bad
OC McCoy,"Wankhede Stadium, Mumbai",1,56,21,16.0,1,21.0,Poor
OF Smith,"Brabourne Stadium, Mumbai",2,49,31,9.48,2,15.5,Good
OF Smith,"Dr DY Patil Sports Academy, Mumbai",2,61,31,11.81,0,NA,Bad
OF Smith,"Maharashtra Cricket Association Stadium, Pune",1,30,20,9.0,4,5.0,Excellent
OF Smith,"Wankhede Stadium, Mumbai",1,39,13,18.0,1,13.0,Good
P Dubey,"Arun Jaitley Stadium, Delhi",1,19,19,6.0,1,19.0,Excellent
PH Solanki,"Brabourne Stadium, Mumbai",1,21,12,10.5,2,6.0,Excellent
PH Solanki,"Wankhede Stadium, Mumbai",1,18,24,4.5,0,NA,Excellent
PJ Cummins,"Arun Jaitley Stadium, Delhi",1,35,24,8.75,0,NA,Average
PJ Cummins,"Brabourne Stadium, Mumbai",3,144,77,11.22,2,38.5,Bad
PJ Cummins,"Dr DY Patil Sports Academy, Mumbai",1,26,25,6.24,4,6.25,Excellent
PJ Cummins,"Eden Gardens, Kolkata",1,32,24,8.0,1,24.0,Average
PJ Cummins,"M.Chinnaswamy Stadium, Bengaluru",1,43,25,10.32,3,8.333333333333334,Excellent
PJ Cummins,"MA Chidambaram Stadium, Chennai",3,98,63,9.33,2,31.5,Poor
PJ Cummins,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,22,24,5.5,1,24.0,Excellent
PJ Cummins,"Maharashtra Cricket Association Stadium, Pune",1,49,25,11.76,2,12.5,Bad
PJ Cummins,"Narendra Modi Stadium, Ahmedabad",2,70,44,9.55,2,22.0,Poor
PJ Cummins,"Rajiv Gandhi International Stadium, Hyderabad",6,236,146,9.7,8,18.25,Average
PJ Cummins,"Wankhede Stadium, Mumbai",1,35,25,8.4,1,25.0,Average
PJ Sangwan,"Brabourne Stadium, Mumbai",2,43,44,5.86,3,14.666666666666666,Excellent
PJ Sangwan,"Dr DY Patil Sports Academy, Mumbai",1,23,12,11.5,0,NA,Bad
PP Chawla,"Arun Jaitley Stadium, Delhi",2,58,50,6.96,4,12.5,Excellent
