batter,bowler,total_runs_against_bowler,balls_faced,strike_rate,total_dismissals,bowled,caught,caught and bowled,lbw,stumped,performance,bowling_type
HR Shokeen,HV Patel,0,1,0,1,0,1,0,0,0,No Average,Right Mid Fast
HR Shokeen,MM Ali,0,2,0,1,1,0,0,0,0,No Average,Right Off Spin
HR Shokeen,Mohsin Khan,0,1,0,0,0,0,0,0,0,No Average,Left Fast
HR Shokeen,Mukesh Choudhary,0,4,0,0,0,0,0,0,0,No Average,Left Fast
HV Patel,Imran Tahir,0,4,0,1,1,0,0,0,0,No Average,Right Leg Spin
HV Patel,KR Sen,0,4,0,1,0,1,0,0,0,No Average,Right Fast
HV Patel,MM Sharma,0,1,0,1,0,1,0,0,0,No Average,Right Mid Fast
HV Patel,Mohammed Siraj,0,1,0,1,0,1,0,0,0,No Average,Right Fast
HV Patel,OC McCoy,0,1,0,1,1,0,0,0,0,No Average,Left Mid Fast
HV Patel,T Natarajan,0,1,0,1,1,0,0,0,0,No Average,Left Mid Fast
HV Patel,JO Holder,0,1,0,0,0,0,0,0,0,No Average,Right Mid Fast
HV Patel,MR Marsh,0,2,0,0,0,0,0,0,0,No Average,Right Mid Fast
HV Patel,Ravi Bishnoi,0,1,0,0,0,0,0,0,0,No Average,Right Leg Spin
I Sharma,LH Ferguson,0,2,0,0,0,0,0,0,0,No Average,Right Fast
I Sharma,Mohammed Siraj,0,3,0,0,0,0,0,0,0,No Average,Right Fast
Ishan Kishan,Azmatullah Omarzai,0,4,0,1,0,1,0,0,0,No Average,Right  Mid Fast
Ishan Kishan,M Pathirana,0,1,0,1,0,1,0,0,0,No Average,Right Fast
Ishan Kishan,Mukesh Kumar,0,1,0,1,0,1,0,0,0,No Average,Right Fast
Ishan Kishan,JA Richardson,0,1,0,0,0,0,0,0,0,No Average,Right Fast
J Fraser-McGurk,R Ashwin,0,1,0,1,0,1,0,0,0,No Average,Right Off Spin
J Fraser-McGurk,VG Arora,0,2,0,0,0,0,0,0,0,No Average,Right Fast
J Suchith,NT Ellis,0,1,0,1,0,1,0,0,0,No Average,Right Fast
J Suchith,Mohammed Siraj,0,3,0,0,0,0,0,0,0,No Average,Right Fast
JA Richardson,C Sakariya,0,2,0,1,0,1,0,0,0,No Average,Left Mid Fast
JA Richardson,DL Chahar,0,4,0,0,0,0,0,0,0,No Average,Right Mid Fast
JC Buttler,NT Ellis,0,1,0,1,0,0,1,0,0,No Average,Right Fast
JC Buttler,WD Parnell,0,3,0,1,0,1,0,0,0,No Average,Left Mid Fast
JC Buttler,Harpreet Brar,0,1,0,0,0,0,0,0,0,No Average,Left Off Spin
JD Unadkat,C Green,0,1,0,0,0,0,0,0,0,No Average,Right Fast
JDS Neesham,Abhishek Sharma,0,1,0,1,0,1,0,0,0,No Average,Left Off Spin
JDS Neesham,SM Curran,0,1,0,1,0,1,0,0,0,No Average,Left Mid Fast
JJ Bumrah,AD Russell,0,1,0,1,0,1,0,0,0,No Average,Right Fast
JJ Bumrah,OF Smith,0,2,0,1,0,1,0,0,0,No Average,Right Fast
JJ Bumrah,B Kumar,0,4,0,0,0,0,0,0,0,No Average,Right Fast
JJ Bumrah,KH Pandya,0,2,0,0,0,0,0,0,0,No Average,Left Off Spin
JJ Bumrah,M Prasidh Krishna,0,1,0,0,0,0,0,0,0,No Average,Right Fast
JJ Bumrah,N Burger,0,1,0,0,0,0,0,0,0,No Average,Left Fast
JJ Roy,Harpreet Brar,0,1,0,1,0,1,0,0,0,No Average,Left Off Spin
JJ Roy,JR Hazlewood,0,4,0,1,0,1,0,0,0,No Average,Right Fast
JM Bairstow,J Suchith,0,2,0,1,0,0,0,1,0,No Average,Left Off Spin
JM Bairstow,Noor Ahmad,0,1,0,1,1,0,0,0,0,No Average,Left Leg Spin
JM Bairstow,S Dube,0,1,0,1,0,1,0,0,0,No Average,Right Mid Fast
JM Bairstow,Lalit Yadav,0,2,0,0,0,0,0,0,0,No Average,Right Off Spin
JM Sharma,DG Nalkande,0,1,0,1,0,1,0,0,0,No Average,Right Fast
JM Sharma,KH Pandya,0,2,0,1,0,0,0,1,0,No Average,Left Off Spin
JM Sharma,Simarjeet Singh,0,1,0,1,0,1,0,0,0,No Average,Right Fast
JO Holder,AR Patel,0,1,0,1,0,1,0,0,0,No Average,Left Off Spin
JO Holder,JC Archer,0,2,0,1,0,1,0,0,0,No Average,Right Fast
JO Holder,M Prasidh Krishna,0,6,0,1,0,1,0,0,0,No Average,Right Fast
JO Holder,NM Coulter-Nile,0,1,0,1,0,1,0,0,0,No Average,Right Mid Fast
JO Holder,TU Deshpande,0,1,0,1,0,1,0,0,0,No Average,Right Fast
JR Hazlewood,M Prasidh Krishna,0,2,0,0,0,0,0,0,0,No Average,Right Fast
JR Hazlewood,Umran Malik,0,5,0,0,0,0,0,0,0,No Average,Right Fast
K Gowtham,SM Curran,0,1,0,1,0,1,0,0,0,No Average,Left Mid Fast
K Gowtham,TA Boult,0,2,0,1,0,0,0,1,0,No Average,Left Fast
K Rabada,AD Russell,0,1,0,1,0,1,0,0,0,No Average,Right Fast
K Rabada,Mohsin Khan,0,2,0,1,0,1,0,0,0,No Average,Left Fast
K Rabada,Naveen-ul-Haq,0,1,0,1,1,0,0,0,0,No Average,Right Fast
K Rabada,HV Patel,0,1,0,0,0,0,0,0,0,No Average,Right Mid Fast
K Rabada,MA Wood,0,1,0,0,0,0,0,0,0,No Average,Right Fast
K Rabada,UT Yadav,0,2,0,0,0,0,0,0,0,No Average,Right Fast
K Yadav,JJ Bumrah,0,1,0,0,0,0,0,0,0,No Average,Right Fast
K Yadav,NM Coulter-Nile,0,3,0,0,0,0,0,0,0,No Average,Right Mid Fast
KA Jamieson,JO Holder,0,1,0,1,0,1,0,0,0,No Average,Right Mid Fast
KA Pollard,A Nortje,0,1,0,1,1,0,0,0,0,No Average,Right Fast
KA Pollard,JR Hazlewood,0,1,0,1,0,0,0,1,0,No Average,Right Fast
KA Pollard,KH Pandya,0,2,0,1,0,1,0,0,0,No Average,Left Off Spin
KA Pollard,PWH de Silva,0,1,0,1,0,0,0,1,0,No Average,Right Leg Spin
KA Pollard,MM Ali,0,2,0,0,0,0,0,0,0,No Average,Right Off Spin
Kartik Tyagi,JR Hazlewood,0,1,0,1,0,1,0,0,0,No Average,Right Fast
Kartik Tyagi,Kuldeep Yadav,0,1,0,1,1,0,0,0,0,No Average,Left Leg Spin
Kartik Tyagi,SN Thakur,0,1,0,0,0,0,0,0,0,No Average,Right Fast
KD Karthik,A Zampa,0,2,0,1,0,0,0,1,0,No Average,Right Leg Spin
KD Karthik,J Suchith,0,3,0,1,0,1,0,0,0,No Average,Left Off Spin
