batter,bowler,total_runs_against_bowler,balls_faced,strike_rate,total_dismissals,bowled,caught,caught and bowled,lbw,stumped,performance,bowling_type
JC Buttler,RA Jadeja,27,27,100,2,1,1,0,0,0,Poor,Left Off Spin
JC Buttler,PWH de Silva,27,18,150,0,0,0,0,0,0,Good,Right Leg Spin
KA Pollard,RA Jadeja,27,9,300,0,0,0,0,0,0,Excellent,Left Off Spin
KH Pandya,Mustafizur Rahman,27,19,142.1052632,1,1,0,0,0,0,Good,Left Fast
KL Rahul,CV Varun,27,27,100,0,0,0,0,0,0,Poor,Right Leg Spin
MA Agarwal,Harshit Rana,27,19,142.1052632,2,0,2,0,0,0,Good,Right Fast
MA Agarwal,I Sharma,27,16,168.75,1,0,1,0,0,0,Good,Right Mid Fast
N Pooran,K Rabada,27,23,117.3913043,2,1,1,0,0,0,Poor,Right Fast
N Pooran,HH Pandya,27,14,192.8571429,0,0,0,0,0,0,Very Good,Right Fast
N Pooran,JO Holder,27,13,207.6923077,0,0,0,0,0,0,Excellent,Right Mid Fast
P Simran Singh,B Kumar,27,18,150,2,0,1,0,1,0,Good,Right Fast
PD Salt,LB Williams,27,10,270,0,0,0,0,0,0,Excellent,Right Fast
PP Shaw,KK Ahmed,27,17,158.8235294,1,0,1,0,0,0,Good,Left Fast
PP Shaw,JR Hazlewood,27,15,180,0,0,0,0,0,0,Very Good,Right Fast
Q de Kock,JD Unadkat,27,19,142.1052632,0,0,0,0,0,0,Good,Left Mid Fast
RA Jadeja,Ravi Bishnoi,27,18,150,0,0,0,0,0,0,Good,Right Leg Spin
RA Tripathi,Avesh Khan,27,17,158.8235294,1,0,1,0,0,0,Good,Right Fast
RA Tripathi,Harpreet Brar,27,21,128.5714286,1,0,1,0,0,0,Average,Left Off Spin
RA Tripathi,Ravi Bishnoi,27,29,93.10344828,1,0,1,0,0,0,Poor,Right Leg Spin
RA Tripathi,SN Thakur,27,15,180,1,0,1,0,0,0,Very Good,Right Fast
RD Gaikwad,Harpreet Brar,27,15,180,0,0,0,0,0,0,Very Good,Left Off Spin
RD Gaikwad,LH Ferguson,27,17,158.8235294,0,0,0,0,0,0,Good,Right Fast
RD Gaikwad,VG Arora,27,20,135,0,0,0,0,0,0,Average,Right Fast
RG Sharma,TU Deshpande,27,22,122.7272727,1,1,0,0,0,0,Poor,Right Fast
RG Sharma,UT Yadav,27,24,112.5,1,0,1,0,0,0,Poor,Right Fast
RM Patidar,PVD Chameera,27,12,225,0,0,0,0,0,0,Excellent,Right Fast
S Dube,Mohammed Siraj,27,19,142.1052632,0,0,0,0,0,0,Good,Right Fast
S Dube,PWH de Silva,27,14,192.8571429,0,0,0,0,0,0,Very Good,Right Leg Spin
S Dube,R Shepherd,27,9,300,0,0,0,0,0,0,Excellent,Right Mid Fast
SA Yadav,Vijaykumar Vyshak,27,15,180,2,0,2,0,0,0,Very Good,Right Mid Fast
SA Yadav,MM Sharma,27,13,207.6923077,1,1,0,0,0,0,Excellent,Right Mid Fast
SA Yadav,Umran Malik,27,14,192.8571429,0,0,0,0,0,0,Very Good,Right Fast
SM Curran,C Green,27,14,192.8571429,0,0,0,0,0,0,Very Good,Right Fast
SO Hetmyer,B Kumar,27,14,192.8571429,0,0,0,0,0,0,Very Good,Right Fast
SP Narine,I Sharma,27,11,245.4545455,1,0,1,0,0,0,Excellent,Right Mid Fast
SS Iyer,TA Boult,27,24,112.5,1,0,1,0,0,0,Poor,Left Fast
SS Iyer,TM Head,27,6,450,0,0,0,0,0,0,No Average,Right Off Spin
SV Samson,SP Narine,27,37,72.97297297,0,0,0,0,0,0,Poor,Right Off Spin
T Stubbs,CV Varun,27,18,150,2,0,2,0,0,0,Good,Right Leg Spin
T Stubbs,L Wood,27,8,337.5,0,0,0,0,0,0,Excellent,Left Fast
T Stubbs,Naveen-ul-Haq,27,12,225,0,0,0,0,0,0,Excellent,Right Fast
Tilak Varma,AD Russell,27,19,142.1052632,1,0,1,0,0,0,Good,Right Fast
V Kohli,UT Yadav,27,15,180,1,0,1,0,0,0,Very Good,Right Fast
V Kohli,R Sai Kishore,27,24,112.5,0,0,0,0,0,0,Poor,Left Off Spin
WP Saha,RA Jadeja,27,22,122.7272727,2,0,2,0,0,0,Poor,Left Off Spin
YBK Jaiswal,GJ Maxwell,27,15,180,0,0,0,0,0,0,Very Good,Right Off Spin
YBK Jaiswal,PJ Cummins,27,14,192.8571429,0,0,0,0,0,0,Very Good,Right Fast
A Badoni,M Theekshana,26,12,216.6666667,0,0,0,0,0,0,Excellent,Right Off Spin
A Badoni,Mukesh Kumar,26,16,162.5,0,0,0,0,0,0,Good,Right Fast
AB de Villiers,JJ Bumrah,26,16,162.5,1,0,1,0,0,0,Good,Right Fast
Abdul Samad,Yash Thakur,26,15,173.3333333,0,0,0,0,0,0,Very Good,Right Fast
Abhishek Sharma,Yash Dayal,26,23,113.0434783,2,0,2,0,0,0,Poor,Left Fast
Abhishek Sharma,LH Ferguson,26,15,173.3333333,0,0,0,0,0,0,Very Good,Right Fast
AD Russell,M Markande,26,17,152.9411765,2,0,2,0,0,0,Good,Right Leg Spin
DA Miller,RA Jadeja,26,18,144.4444444,1,1,0,0,0,0,Good,Left Off Spin
DA Miller,PP Chawla,26,12,216.6666667,0,0,0,0,0,0,Excellent,Right Leg Spin
F du Plessis,JJ Bumrah,26,16,162.5,1,0,1,0,0,0,Good,Right Fast
GJ Maxwell,JO Holder,26,19,136.8421053,1,0,1,0,0,0,Average,Right Mid Fast
GJ Maxwell,M Pathirana,26,11,236.3636364,0,0,0,0,0,0,Excellent,Right Fast
H Klaasen,PP Chawla,26,14,185.7142857,2,1,1,0,0,0,Very Good,Right Leg Spin
H Klaasen,SZ Mulani,26,8,325,0,0,0,0,0,0,Excellent,Left Off Spin
Ishan Kishan,C Sakariya,26,15,173.3333333,0,0,0,0,0,0,Very Good,Left Mid Fast
Ishan Kishan,SSB Magala,26,10,260,0,0,0,0,0,0,Excellent,Right Fast
J Fraser-McGurk,HH Pandya,26,7,371.4285714,0,0,0,0,0,0,Excellent,Right Fast
JC Buttler,Basil Thampi,26,6,433.3333333,0,0,0,0,0,0,No Average,Right Fast
JC Buttler,DL Chahar,26,15,173.3333333,0,0,0,0,0,0,Very Good,Right Mid Fast
JC Buttler,Lalit Yadav,26,12,216.6666667,0,0,0,0,0,0,Excellent,Right Off Spin
JC Buttler,T Natarajan,26,19,136.8421053,0,0,0,0,0,0,Average,Left Mid Fast
JM Bairstow,KH Pandya,26,19,136.8421053,0,0,0,0,0,0,Average,Left Off Spin
JO Holder,HV Patel,26,18,144.4444444,2,0,2,0,0,0,Good,Right Mid Fast
KL Rahul,PJ Cummins,26,15,173.3333333,2,0,2,0,0,0,Very Good,Right Fast
KL Rahul,Washington Sundar,26,13,200,0,0,0,0,0,0,Excellent,Right Off Spin
M Shahrukh Khan,SN Thakur,26,18,144.4444444,0,0,0,0,0,0,Good,Right Fast
MA Agarwal,K Kartikeya,26,17,152.9411765,0,0,0,0,0,0,Good,Left Leg Spin
MP Stoinis,HV Patel,26,19,136.8421053,2,0,2,0,0,0,Average,Right Mid Fast
N Pooran,KK Ahmed,26,14,185.7142857,1,0,1,0,0,0,Very Good,Left Fast
N Pooran,RD Chahar,26,12,216.6666667,0,0,0,0,0,0,Excellent,Right Leg Spin
PD Salt,Mohsin Khan,26,11,236.3636364,0,0,0,0,0,0,Excellent,Left Fast
R Ashwin,Kuldeep Yadav,26,21,123.8095238,1,0,1,0,0,0,Poor,Left Leg Spin
R Parag,T Natarajan,26,20,130,2,0,2,0,0,0,Average,Left Mid Fast
R Tewatia,Mohammed Siraj,26,19,136.8421053,1,0,1,0,0,0,Average,Right Fast
R Tewatia,Shivam Mavi,26,18,144.4444444,1,1,0,0,0,0,Good,Right Fast
RA Tripathi,Mohammed Siraj,26,17,152.9411765,0,0,0,0,0,0,Good,Right Fast
RK Singh,Yash Thakur,26,12,216.6666667,0,0,0,0,0,0,Excellent,Right Fast
RR Pant,R Parag,26,15,173.3333333,0,0,0,0,0,0,Very Good,Right Off Spin
S Dhawan,TG Southee,26,20,130,1,0,1,0,0,0,Average,Right Mid Fast
S Dhawan,Mukesh Choudhary,26,18,144.4444444,0,0,0,0,0,0,Good,Left Fast
S Dhawan,Umran Malik,26,14,185.7142857,0,0,0,0,0,0,Very Good,Right Fast
S Dube,Rashid Khan,26,12,216.6666667,1,0,1,0,0,0,Excellent,Right Leg Spin
S Dube,Suyash Sharma,26,15,173.3333333,0,0,0,0,0,0,Very Good,Right Leg Spin
SA Yadav,AD Russell,26,13,200,2,0,2,0,0,0,Excellent,Right Fast
Shahbaz Ahmed,MM Ali,26,16,162.5,1,0,0,0,1,0,Good,Right Off Spin
SO Hetmyer,KA Pollard,26,10,260,0,0,0,0,0,0,Excellent,Right Mid Fast
SO Hetmyer,MM Ali,26,23,113.0434783,0,0,0,0,0,0,Poor,Right Off Spin
SV Samson,K Rabada,26,20,130,2,0,1,0,1,0,Average,Right Fast
TH David,Mohammed Shami,26,13,200,0,0,0,0,0,0,Excellent,Right Fast
Tilak Varma,M Theekshana,26,19,136.8421053,0,0,0,0,0,0,Average,Right Off Spin
TM Head,K Gowtham,26,9,288.8888889,0,0,0,0,0,0,Excellent,Right Off Spin
TM Head,YS Chahal,26,12,216.6666667,0,0,0,0,0,0,Excellent,Right Leg Spin
VR Iyer,RD Chahar,26,25,104,1,0,1,0,0,0,Poor,Right Leg Spin
VR Iyer,FA Allen,26,15,173.3333333,0,0,0,0,0,0,Very Good,Left Off Spin
WP Saha,M Jansen,26,10,260,0,0,0,0,0,0,Excellent,Left Fast
WP Saha,Mukesh Choudhary,26,21,123.8095238,0,0,0,0,0,0,Poor,Left Fast
YBK Jaiswal,Arshdeep Singh,26,23,113.0434783,2,0,2,0,0,0,Poor,Left Fast
YBK Jaiswal,N Rana,26,6,433.3333333,0,0,0,0,0,0,No Average,Right Leg Spin
YBK Jaiswal,SN Thakur,26,13,200,0,0,0,0,0,0,Excellent,Right Fast
AM Rahane,Arshad Khan,25,8,312.5,0,0,0,0,0,0,Excellent,Right Fast
AT Rayudu,DS Kulkarni,25,8,312.5,0,0,0,0,0,0,Excellent,Right Fast
B Sai Sudharsan,MJ Santner,25,12,208.3333333,0,0,0,0,0,0,Excellent,Left Off Spin
C Green,SN Thakur,25,7,357.1428571,0,0,0,0,0,0,Excellent,Right Fast
D Padikkal,PVD Chameera,25,22,113.6363636,0,0,0,0,0,0,Poor,Right Fast
DA Miller,C Green,25,15,166.6666667,0,0,0,0,0,0,Good,Right Fast
Dhruv Jurel,Mohsin Khan,25,8,312.5,0,0,0,0,0,0,Excellent,Left Fast
DJ Hooda,S Gopal,25,9,277.7777778,0,0,0,0,0,0,Excellent,Right Leg Spin
DJ Mitchell,Rashid Khan,25,12,208.3333333,0,0,0,0,0,0,Excellent,Right Leg Spin
F du Plessis,C Green,25,11,227.2727273,1,0,1,0,0,0,Excellent,Right Fast
F du Plessis,SP Narine,25,28,89.28571429,0,0,0,0,0,0,Poor,Right Off Spin
GJ Maxwell,A Mishra,25,12,208.3333333,1,0,1,0,0,0,Excellent,Right Leg Spin
GJ Maxwell,B Kumar,25,16,156.25,0,0,0,0,0,0,Good,Right Fast
GJ Maxwell,Shakib Al Hasan,25,13,192.3076923,0,0,0,0,0,0,Very Good,Left Off Spin
HH Pandya,OC McCoy,25,20,125,0,0,0,0,0,0,Average,Left Mid Fast
Ishan Kishan,R Ashwin,25,29,86.20689655,1,0,1,0,0,0,Poor,Right Off Spin
JC Buttler,K Rabada,25,15,166.6666667,2,0,1,0,1,0,Good,Right Fast
JC Buttler,Harshit Rana,25,16,156.25,0,0,0,0,0,0,Good,Right Fast
JC Buttler,HV Patel,25,21,119.047619,0,0,0,0,0,0,Poor,Right Mid Fast
JJ Roy,R Tewatia,25,15,166.6666667,0,0,0,0,0,0,Good,Right Leg Spin
JM Sharma,Nithish Kumar Reddy,25,9,277.7777778,1,0,1,0,0,0,Excellent,Right Mid Fast
JM Sharma,JD Unadkat,25,10,250,0,0,0,0,0,0,Excellent,Left Mid Fast
KH Pandya,AD Russell,25,14,178.5714286,2,0,2,0,0,0,Very Good,Right Fast
KH Pandya,SN Thakur,25,17,147.0588235,0,0,0,0,0,0,Good,Right Fast
KL Rahul,DJ Bravo,25,14,178.5714286,0,0,0,0,0,0,Very Good,Right Mid Fast
KR Mayers,AR Patel,25,10,250,1,1,0,0,0,0,Excellent,Left Off Spin
KS Bharat,AR Patel,25,9,277.7777778,0,0,0,0,0,0,Excellent,Left Off Spin
LS Livingstone,JR Hazlewood,25,9,277.7777778,0,0,0,0,0,0,Excellent,Right Fast
M Shahrukh Khan,HV Patel,25,20,125,1,1,0,0,0,0,Average,Right Mid Fast
MA Agarwal,Mohammed Siraj,25,18,138.8888889,0,0,0,0,0,0,Average,Right Fast
MP Stoinis,KV Sharma,25,15,166.6666667,2,0,2,0,0,0,Good,Right Leg Spin
MP Stoinis,MM Ali,25,12,208.3333333,1,1,0,0,0,0,Excellent,Right Off Spin
MR Marsh,Arshdeep Singh,25,10,250,1,0,1,0,0,0,Excellent,Left Fast
MS Dhoni,AD Russell,25,15,166.6666667,1,0,1,0,0,0,Good,Right Fast
N Pooran,Kuldeep Yadav,25,22,113.6363636,1,1,0,0,0,0,Poor,Left Leg Spin
N Wadhera,HV Patel,25,15,166.6666667,0,0,0,0,0,0,Good,Right Mid Fast
N Wadhera,Noor Ahmad,25,9,277.7777778,0,0,0,0,0,0,Excellent,Left Leg Spin
P Simran Singh,UT Yadav,25,15,166.6666667,0,0,0,0,0,0,Good,Right Fast
Q de Kock,C Sakariya,25,15,166.6666667,0,0,0,0,0,0,Good,Left Mid Fast
R Tewatia,T Natarajan,25,15,166.6666667,0,0,0,0,0,0,Good,Left Mid Fast
RD Gaikwad,Akash Madhwal,25,11,227.2727273,0,0,0,0,0,0,Excellent,Right Fast
RD Gaikwad,MJ Henry,25,18,138.8888889,0,0,0,0,0,0,Average,Right Mid Fast
RG Sharma,DL Chahar,25,22,113.6363636,1,0,1,0,0,0,Poor,Right Mid Fast
RG Sharma,FA Allen,25,13,192.3076923,0,0,0,0,0,0,Very Good,Left Off Spin
RK Singh,TU Deshpande,25,14,178.5714286,1,1,0,0,0,0,Very Good,Right Fast
RR Pant,R Ashwin,25,23,108.6956522,0,0,0,0,0,0,Poor,Right Off Spin
RR Rossouw,Nithish Kumar Reddy,25,10,250,0,0,0,0,0,0,Excellent,Right Mid Fast
S Dhawan,JO Holder,25,19,131.5789474,0,0,0,0,0,0,Average,Right Mid Fast
S Dhawan,RA Jadeja,25,23,108.6956522,0,0,0,0,0,0,Poor,Left Off Spin
S Dube,K Rabada,25,17,147.0588235,0,0,0,0,0,0,Good,Right Fast
SA Yadav,YS Chahal,25,25,100,1,0,1,0,0,0,Poor,Right Leg Spin
SA Yadav,Mohammed Shami,25,10,250,0,0,0,0,0,0,Excellent,Right Fast
Shahbaz Ahmed,AD Russell,25,11,227.2727273,0,0,0,0,0,0,Excellent,Right Fast
Shashank Singh,AS Joseph,25,9,277.7777778,0,0,0,0,0,0,Excellent,Right Fast
Shubman Gill,A Nortje,25,17,147.0588235,3,1,2,0,0,0,Good,Right Fast
Shubman Gill,Yash Thakur,25,15,166.6666667,1,1,0,0,0,0,Good,Right Fast
Shubman Gill,Simarjeet Singh,25,12,208.3333333,0,0,0,0,0,0,Excellent,Right Fast
SO Hetmyer,DJ Bravo,25,18,138.8888889,1,0,1,0,0,0,Average,Right Mid Fast
SP Narine,Mohsin Khan,25,14,178.5714286,1,0,1,0,0,0,Very Good,Left Fast
SS Iyer,YS Chahal,25,24,104.1666667,2,0,0,0,2,0,Poor,Right Leg Spin
SS Iyer,SN Thakur,25,21,119.047619,0,0,0,0,0,0,Poor,Right Fast
SV Samson,Shivam Mavi,25,15,166.6666667,2,0,2,0,0,0,Good,Right Fast
SV Samson,Umran Malik,25,14,178.5714286,0,0,0,0,0,0,Very Good,Right Fast
TH David,JO Holder,25,6,416.6666667,0,0,0,0,0,0,No Average,Right Mid Fast
Tilak Varma,Mukesh Kumar,25,10,250,1,0,1,0,0,0,Excellent,Right Fast
Tilak Varma,Shahbaz Ahmed,25,10,250,0,0,0,0,0,0,Excellent,Left Off Spin
TM Head,HH Pandya,25,11,227.2727273,0,0,0,0,0,0,Excellent,Right Fast
TM Head,KT Maphaka,25,7,357.1428571,0,0,0,0,0,0,Excellent,Left Fast
V Kohli,JJ Bumrah,25,17,147.0588235,2,0,1,0,1,0,Good,Right Fast
V Kohli,CV Varun,25,23,108.6956522,1,0,1,0,0,0,Poor,Right Leg Spin
V Kohli,Abhishek Sharma,25,18,138.8888889,0,0,0,0,0,0,Average,Left Off Spin
V Shankar,LH Ferguson,25,8,312.5,0,0,0,0,0,0,Excellent,Right Fast
VR Iyer,SN Thakur,25,12,208.3333333,2,0,2,0,0,0,Excellent,Right Fast
VR Iyer,DL Chahar,25,17,147.0588235,1,0,1,0,0,0,Good,Right Mid Fast
VR Iyer,JD Unadkat,25,19,131.5789474,0,0,0,0,0,0,Average,Left Mid Fast
WP Saha,JD Unadkat,25,13,192.3076923,0,0,0,0,0,0,Very Good,Left Mid Fast
Abdul Samad,RJW Topley,24,5,480,0,0,0,0,0,0,No Average,Left Mid Fast
Abhishek Sharma,Mohammed Siraj,24,26,92.30769231,0,0,0,0,0,0,Poor,Right Fast
AD Russell,JO Holder,24,5,480,0,0,0,0,0,0,No Average,Right Mid Fast
AD Russell,MR Marsh,24,11,218.1818182,0,0,0,0,0,0,Excellent,Right Mid Fast
AK Markram,RD Chahar,24,24,100,1,1,0,0,0,0,Poor,Right Leg Spin
AK Markram,NT Ellis,24,11,218.1818182,0,0,0,0,0,0,Excellent,Right Fast
Aman Hakim Khan,MM Sharma,24,11,218.1818182,0,0,0,0,0,0,Excellent,Right Mid Fast
B Sai Sudharsan,PP Chawla,24,17,141.1764706,0,0,0,0,0,0,Good,Right Leg Spin
B Sai Sudharsan,Simarjeet Singh,24,8,300,0,0,0,0,0,0,Excellent,Right Fast
C Green,YS Chahal,24,11,218.1818182,0,0,0,0,0,0,Excellent,Right Leg Spin
D Padikkal,R Sai Kishore,24,11,218.1818182,0,0,0,0,0,0,Excellent,Left Off Spin
DA Miller,OC McCoy,24,18,133.3333333,0,0,0,0,0,0,Average,Left Mid Fast
DA Warner,JD Unadkat,24,10,240,0,0,0,0,0,0,Excellent,Left Mid Fast
DA Warner,Kartik Tyagi,24,15,160,0,0,0,0,0,0,Good,Right Fast
F du Plessis,M Theekshana,24,26,92.30769231,1,0,1,0,0,0,Poor,Right Off Spin
GJ Maxwell,CH Morris,24,9,266.6666667,0,0,0,0,0,0,Excellent,Right Mid Fast
HH Pandya,MP Stoinis,24,12,200,1,0,1,0,0,0,Excellent,Right Fast
HH Pandya,KR Sen,24,12,200,0,0,0,0,0,0,Excellent,Right Fast
Ishan Kishan,JO Holder,24,16,150,0,0,0,0,0,0,Good,Right Mid Fast
Ishan Kishan,Lalit Yadav,24,31,77.41935484,0,0,0,0,0,0,Poor,Right Off Spin
JC Buttler,JR Hazlewood,24,20,120,1,0,1,0,0,0,Poor,Right Fast
JC Buttler,M Jansen,24,13,184.6153846,0,0,0,0,0,0,Very Good,Left Fast
JM Sharma,KR Sen,24,12,200,0,0,0,0,0,0,Excellent,Right Fast
JO Holder,NT Ellis,24,11,218.1818182,0,0,0,0,0,0,Excellent,Right Fast
KD Karthik,KK Ahmed,24,13,184.6153846,2,0,2,0,0,0,Very Good,Left Fast
KD Karthik,Sandeep Sharma,24,10,240,1,0,1,0,0,0,Excellent,Right Mid Fast
KL Rahul,N Thushara,24,20,120,0,0,0,0,0,0,Poor,Right Fast
KL Rahul,RA Jadeja,24,14,171.4285714,0,0,0,0,0,0,Very Good,Left Off Spin
KS Williamson,A Mishra,24,17,141.1764706,0,0,0,0,0,0,Good,Right Leg Spin
LS Livingstone,Akash Madhwal,24,11,218.1818182,0,0,0,0,0,0,Excellent,Right Fast
MA Agarwal,SN Thakur,24,13,184.6153846,1,0,0,0,1,0,Very Good,Right Fast
MA Agarwal,Shahbaz Ahmed,24,16,150,0,0,0,0,0,0,Good,Left Off Spin
MK Lomror,SP Narine,24,11,218.1818182,1,0,0,1,0,0,Excellent,Right Off Spin
MK Lomror,DJ Hooda,24,6,400,0,0,0,0,0,0,No Average,Right Off Spin
MK Pandey,PWH de Silva,24,12,200,1,0,0,0,1,0,Excellent,Right Leg Spin
MP Stoinis,Shivam Mavi,24,17,141.1764706,2,1,1,0,0,0,Good,Right Fast
MP Stoinis,SM Curran,24,12,200,2,0,2,0,0,0,Excellent,Left Mid Fast
MP Stoinis,HR Shokeen,24,9,266.6666667,0,0,0,0,0,0,Excellent,Right Off Spin
N Pooran,Mohammed Siraj,24,17,141.1764706,1,0,1,0,0,0,Good,Right Fast
N Pooran,YS Chahal,24,21,114.2857143,1,0,1,0,0,0,Poor,Right Leg Spin
N Pooran,RA Jadeja,24,18,133.3333333,0,0,0,0,0,0,Average,Left Off Spin
N Rana,RD Chahar,24,23,104.3478261,3,0,1,0,1,1,Poor,Right Leg Spin
N Rana,Avesh Khan,24,20,120,1,1,0,0,0,0,Poor,Right Fast
Nithish Kumar Reddy,YS Chahal,24,15,160,0,0,0,0,0,0,Good,Right Leg Spin
P Simran Singh,TA Boult,24,21,114.2857143,2,0,1,1,0,0,Poor,Left Fast
P Simran Singh,AR Patel,24,28,85.71428571,1,0,1,0,0,0,Poor,Left Off Spin
P Simran Singh,KM Asif,24,9,266.6666667,0,0,0,0,0,0,Excellent,Right Fast
PJ Cummins,SN Thakur,24,18,133.3333333,0,0,0,0,0,0,Average,Right Fast
PP Shaw,CV Varun,24,17,141.1764706,3,2,0,0,1,0,Good,Right Leg Spin
PP Shaw,MM Ali,24,15,160,0,0,0,0,0,0,Good,Right Off Spin
PP Shaw,Shivam Mavi,24,7,342.8571429,0,0,0,0,0,0,Excellent,Right Fast
Q de Kock,M Prasidh Krishna,24,21,114.2857143,1,0,1,0,0,0,Poor,Right Fast
Q de Kock,UT Yadav,24,17,141.1764706,1,0,1,0,0,0,Good,Right Fast
Q de Kock,Harshit Rana,24,13,184.6153846,0,0,0,0,0,0,Very Good,Right Fast
RA Jadeja,JO Holder,24,11,218.1818182,0,0,0,0,0,0,Excellent,Right Mid Fast
RA Jadeja,LH Ferguson,24,6,400,0,0,0,0,0,0,No Average,Right Fast
Rashid Khan,Mohammed Siraj,24,15,160,0,0,0,0,0,0,Good,Right Fast
RD Gaikwad,J Little,24,9,266.6666667,0,0,0,0,0,0,Excellent,Left Fast
RG Sharma,A Nortje,24,14,171.4285714,1,0,1,0,0,0,Very Good,Right Fast
RK Singh,A Nortje,24,7,342.8571429,1,0,1,0,0,0,Excellent,Right Fast
RM Patidar,R Ashwin,24,27,88.88888889,2,1,1,0,0,0,Poor,Right Off Spin
RR Pant,Mohammed Siraj,24,13,184.6153846,1,0,1,0,0,0,Very Good,Right Fast
RR Pant,B Kumar,24,12,200,0,0,0,0,0,0,Excellent,Right Fast
RR Rossouw,Ravi Bishnoi,24,12,200,1,0,1,0,0,0,Excellent,Right Leg Spin
RV Uthappa,Akash Deep,24,15,160,0,0,0,0,0,0,Good,Right Fast
S Dhawan,Sandeep Sharma,24,14,171.4285714,0,0,0,0,0,0,Very Good,Right Mid Fast
S Dube,Shahbaz Ahmed,24,13,184.6153846,0,0,0,0,0,0,Very Good,Left Off Spin
SA Yadav,Noor Ahmad,24,25,96,1,0,0,1,0,0,Poor,Left Leg Spin
Shahbaz Ahmed,M Prasidh Krishna,24,12,200,0,0,0,0,0,0,Excellent,Right Fast
Shubman Gill,Fazalhaq Farooqi,24,12,200,0,0,0,0,0,0,Excellent,Left Fast
Shubman Gill,Mustafizur Rahman,24,23,104.3478261,0,0,0,0,0,0,Poor,Left Fast
Shubman Gill,VG Arora,24,13,184.6153846,0,0,0,0,0,0,Very Good,Right Fast
SO Hetmyer,JO Holder,24,7,342.8571429,0,0,0,0,0,0,Excellent,Right Mid Fast
SP Narine,Avesh Khan,24,17,141.1764706,0,0,0,0,0,0,Good,Right Fast
SV Samson,RD Chahar,24,18,133.3333333,1,0,1,0,0,0,Average,Right Leg Spin
Tilak Varma,Avesh Khan,24,20,120,0,0,0,0,0,0,Poor,Right Fast
TM Head,LH Ferguson,24,9,266.6666667,1,0,1,0,0,0,Excellent,Right Fast
TM Head,A Kamboj,24,13,184.6153846,0,0,0,0,0,0,Very Good,Right Fast
TM Head,Lalit Yadav,24,7,342.8571429,0,0,0,0,0,0,Excellent,Right Off Spin
V Kohli,Ravi Bishnoi,24,34,70.58823529,1,0,0,0,0,1,Poor,Right Leg Spin
V Kohli,Arshad Khan,24,15,160,0,0,0,0,0,0,Good,Right Fast
V Kohli,DL Chahar,24,17,141.1764706,0,0,0,0,0,0,Good,Right Mid Fast
V Kohli,Kuldeep Yadav,24,18,133.3333333,0,0,0,0,0,0,Average,Left Leg Spin
V Kohli,LH Ferguson,24,21,114.2857143,0,0,0,0,0,0,Poor,Right Fast
VR Iyer,HR Shokeen,24,11,218.1818182,0,0,0,0,0,0,Excellent,Right Off Spin
Washington Sundar,NM Coulter-Nile,24,6,400,0,0,0,0,0,0,No Average,Right Mid Fast
WP Saha,Avesh Khan,24,15,160,1,0,1,0,0,0,Good,Right Fast
WP Saha,KH Pandya,24,19,126.3157895,1,0,1,0,0,0,Average,Left Off Spin
A Badoni,MM Sharma,23,13,176.9230769,1,0,1,0,0,0,Very Good,Right Mid Fast
A Manohar,YS Chahal,23,13,176.9230769,1,0,1,0,0,0,Very Good,Right Leg Spin
Abhishek Sharma,LS Livingstone,23,15,153.3333333,0,0,0,0,0,0,Good,Right Leg Spin
AD Russell,OF Smith,23,6,383.3333333,0,0,0,0,0,0,No Average,Right Fast
AK Markram,M Theekshana,23,18,127.7777778,1,0,1,0,0,0,Average,Right Off Spin
C Green,Mayank Dagar,23,12,191.6666667,0,0,0,0,0,0,Very Good,Left Off Spin
D Padikkal,JR Hazlewood,23,17,135.2941176,1,0,1,0,0,0,Average,Right Fast
D Padikkal,JO Holder,23,22,104.5454545,0,0,0,0,0,0,Poor,Right Mid Fast
DA Warner,M Theekshana,23,13,176.9230769,1,0,0,0,1,0,Very Good,Right Off Spin
DA Warner,Umran Malik,23,13,176.9230769,0,0,0,0,0,0,Very Good,Right Fast
DP Conway,Noor Ahmad,23,23,100,1,0,1,0,0,0,Poor,Left Leg Spin
DP Conway,Lalit Yadav,23,12,191.6666667,0,0,0,0,0,0,Very Good,Right Off Spin
E Lewis,IC Porel,23,11,209.0909091,0,0,0,0,0,0,Excellent,Right Fast
F du Plessis,NT Ellis,23,13,176.9230769,1,0,1,0,0,0,Very Good,Right Fast
F du Plessis,AD Russell,23,13,176.9230769,0,0,0,0,0,0,Very Good,Right Fast
GJ Maxwell,Kuldeep Yadav,23,8,287.5,2,0,2,0,0,0,Excellent,Left Leg Spin
H Klaasen,Kuldeep Yadav,23,13,176.9230769,0,0,0,0,0,0,Very Good,Left Leg Spin
Ishan Kishan,M Prasidh Krishna,23,16,143.75,0,0,0,0,0,0,Good,Right Fast
Ishan Kishan,RJW Topley,23,17,135.2941176,0,0,0,0,0,0,Average,Left Mid Fast
JC Buttler,M Ashwin,23,17,135.2941176,0,0,0,0,0,0,Average,Right Leg Spin
JC Buttler,TU Deshpande,23,20,115,0,0,0,0,0,0,Poor,Right Fast
KH Pandya,Mohammed Siraj,23,17,135.2941176,0,0,0,0,0,0,Average,Right Fast
KR Mayers,K Rabada,23,14,164.2857143,1,0,1,0,0,0,Good,Right Fast
KR Mayers,YS Chahal,23,10,230,0,0,0,0,0,0,Excellent,Right Leg Spin
